Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Prediction
2007,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,81
2753,1752621,5,3,0,2,0,2
21821,1758274,5,3,0,0,0,81
3106,1752621,5,3,0,2,0,2
15559,1758720,5,3,0,3,0,81
15559,1758720,5,3,0,3,0,81
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
3106,1752621,5,3,0,2,0,2
2847,1758274,5,3,0,0,0,3
2451,1752621,5,3,0,2,0,2
3028,1752621,5,3,0,2,0,2
21821,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
15559,1758720,5,3,0,3,0,81
2753,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
3179,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,81
2699,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
3120,1752621,5,3,0,2,0,2
20404,1752621,5,3,0,2,0,2
3024,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2852,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,81
2699,1752621,5,3,0,2,0,2
15559,1758720,5,3,0,3,0,81
22334,1759025,5,3,0,1,0,2
2451,1752621,5,3,0,2,0,2
2847,1758274,5,3,0,0,0,81
3120,1752621,5,3,0,2,0,2
15467,1752621,5,3,0,2,0,2
2542,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
2542,1752621,5,3,0,2,0,2
21821,1758274,5,3,0,0,0,81
2542,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2753,1752621,5,3,0,2,0,2
2753,1752621,5,3,0,2,0,2
19307,1752621,5,3,0,2,0,2
2512,1752621,5,3,0,2,0,2
14895,1758720,5,3,0,3,0,81
2451,1752621,5,3,0,2,0,2
21821,1758274,5,3,0,0,0,81
15467,1752621,5,3,0,2,0,2
3028,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
21821,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
3120,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
2852,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
22283,1752621,5,3,0,2,0,2
20451,1752621,5,3,0,2,0,2
15467,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
21821,1758274,5,3,0,0,0,81
3028,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
3179,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2847,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
15467,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
2007,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2074,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
15467,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2512,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
15467,1752621,5,3,0,2,0,2
2869,1752621,5,3,0,2,0,2
2542,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
15467,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
3179,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2753,1752621,5,3,0,2,0,2
22283,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2852,1758274,5,3,0,0,0,81
1961,1758274,5,3,0,0,0,81
2847,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2542,1752621,5,3,0,2,0,2
3120,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2089,1758720,5,3,0,3,0,81
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,81
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2542,1752621,5,3,0,2,0,2
3120,1752621,5,3,0,2,0,2
3120,1752621,5,3,0,2,0,2
3018,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
3028,1752621,5,3,0,2,0,2
2089,1758720,5,3,0,3,0,81
2451,1752621,5,3,0,2,0,2
19307,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
2753,1752621,5,3,0,2,0,2
14895,1758720,5,3,0,3,0,81
2451,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2753,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
21821,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
3120,1752621,5,3,0,2,0,2
22283,1752621,5,3,0,3,0,2
14895,1758720,5,3,0,3,0,81
21821,1758274,5,3,0,0,0,3
14895,1758720,5,3,0,3,0,81
2451,1752621,5,3,0,2,0,2
3028,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
3179,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2002,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2852,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
21821,1758274,5,3,0,0,0,81
2753,1752621,5,3,0,2,0,2
2829,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2209,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
21775,1752621,5,3,0,2,0,2
2074,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2753,1752621,5,3,0,2,0,2
14895,1758720,5,3,0,3,0,81
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
3179,1752621,5,3,0,2,0,2
2852,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2374,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
2753,1752621,5,3,0,2,0,2
14895,1758720,5,3,0,3,0,81
21821,1758274,5,3,0,0,0,81
2829,1752621,5,3,0,2,0,2
2535,1758720,5,3,-4,0,0,81
2451,1752621,5,3,0,2,0,2
2374,1758274,5,3,0,0,0,81
2753,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
2847,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
21821,1758274,5,3,0,0,0,81
15467,1752621,5,3,0,2,0,2
3179,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2512,1752621,5,3,0,2,0,2
2007,1758274,5,3,0,0,0,81
2010,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,81
2753,1752621,5,3,0,2,0,2
2512,1752621,5,3,0,2,0,2
2753,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
15467,1752621,5,3,0,2,0,2
2852,1758274,5,3,0,0,0,3
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2852,1758274,5,3,0,0,0,81
3120,1752621,5,3,0,2,0,2
22333,1759025,5,3,0,3,0,2
2753,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
3028,1752621,5,3,0,2,0,2
2512,1752621,5,3,0,2,0,2
21821,1758274,5,3,0,0,0,3
2526,1752621,5,3,0,2,0,2
15467,1752621,5,3,0,2,0,2
21390,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2753,1752621,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
3028,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
2753,1752621,5,3,0,2,0,2
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2526,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,0,0,2
15559,1758720,5,3,0,3,0,81
2512,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2847,1758274,5,3,0,0,0,81
2451,1752621,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,3
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
3120,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
1955,1752621,5,3,0,2,0,2
3028,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,81
2753,1752621,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,81
3028,1752621,5,3,0,2,0,2
2010,1752621,5,3,0,2,0,2
3106,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
3134,1758720,5,3,-3,0,0,81
2699,1752621,5,3,0,2,0,2
2451,1752621,5,3,0,2,0,2
21821,1758274,5,3,0,0,0,81
2773,1759025,5,4,-3,1,1,109
2773,1759025,5,4,-3,1,1,109
2773,1759025,5,4,-3,1,1,109
2773,1759025,5,4,-3,1,1,109
2701,1759025,5,4,-3,1,1,109
2701,1759025,5,2,0,2,0,2
2049,1759025,5,2,0,2,0,2
2049,1759025,5,2,0,2,0,2
2701,1759025,5,2,0,2,0,2
2701,1759025,5,2,0,2,0,2
2701,1759025,5,2,0,2,0,2
14734,1759025,5,4,-4,0,0,109
2088,1759025,5,4,-5,0,0,81
2088,1759025,5,4,-5,-3,1,81
14734,1759025,5,4,-4,0,0,2
15051,1759025,5,4,-5,-3,1,81
15051,1759025,5,4,-5,0,0,81
2049,1759025,5,4,-271,-248,1,72
22333,1759025,5,4,-12,-6,1,2
2243,1758720,5,2,0,2,0,2
21835,1758720,5,2,0,2,0,2
22040,1758720,5,2,0,2,0,2
15559,1758720,5,4,0,3,0,81
1954,1758720,5,4,-6,4,1,2
15559,1758720,5,4,0,3,0,81
15559,1758720,5,4,0,3,0,35
15559,1758720,5,4,0,3,0,35
2077,1758720,5,4,-3,0,1,109
2312,1758720,5,4,-6,4,1,2
15559,1758720,5,4,0,3,0,81
16166,1758720,5,4,-3,0,1,109
15559,1758720,5,4,0,3,0,81
1954,1758720,5,4,-12,1,1,2
3189,1758720,5,4,-6,4,1,2
3134,1758720,5,4,-3,1,1,2
14895,1758720,5,4,0,3,0,81
2267,1758720,5,4,-3,1,1,109
14895,1758720,5,4,0,3,0,81
14895,1758720,5,4,0,3,0,81
2712,1758720,5,4,-3,1,1,109
20401,1758720,5,4,0,3,0,81
2089,1758720,5,4,0,3,0,81
15559,1758720,5,4,0,3,0,81
15559,1758720,5,4,0,3,0,81
14895,1758720,5,4,0,3,0,81
2999,1758720,5,4,-3,1,1,109
14895,1758720,5,4,0,3,0,81
2967,1758720,5,4,-3,1,1,109
3134,1758720,5,4,-3,0,1,81
2089,1758720,5,4,0,3,0,81
14895,1758720,5,4,0,3,0,81
15559,1758720,5,4,0,3,0,81
2535,1758720,5,4,-4,0,1,81
14895,1758720,5,4,0,3,0,81
16166,1758720,5,2,0,2,0,2
19689,1768790,5,2,0,0,0,3
21483,1768790,5,4,-3,0,0,109
21483,1768790,5,4,-3,0,0,109
21618,1768790,5,4,-3,0,0,109
21483,1768790,5,2,0,0,0,109
21618,1768790,5,2,0,0,0,3
3018,1758274,5,4,-3,1,1,109
20351,1758274,5,4,-3,1,1,109
2852,1758274,5,4,-3,1,1,109
19703,1768790,5,4,-3,1,1,109
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2699,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
3028,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
14728,1752621,5,4,-3,2,1,109
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,4,-3,1,1,109
16160,1752621,5,4,0,2,0,2
2451,1752621,5,2,0,2,0,2
14728,1752621,5,4,-3,1,1,109
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
14728,1752621,5,4,-3,2,1,109
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
3179,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2010,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2699,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2699,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2753,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2699,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
3179,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2010,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
15467,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
15467,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2699,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
3179,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2699,1752621,5,2,0,2,0,2
2010,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2753,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2542,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2699,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
15467,1752621,5,2,0,2,0,2
2699,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2753,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2753,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
3179,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2699,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
1955,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
3179,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2542,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2699,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2699,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
2451,1752621,5,2,0,2,0,2
